CUSTNAME;STREET;ZIPCODE;CITY;COUNTRY;VATNUMB;CUSTLANG;COMP;CUSTNUMB;DOCNUMB;DOCAMOUNT;DOCDATE;DUEDATE;PHONENUMBER;EMAILADDRESS;COMMENTS
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF345399;77,76;07/03/2014;06/04/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF346465;54,29;07/03/2014;06/04/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF346466;-451,82;27/03/2014;27/03/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF441908;-7,19;27/03/2014;27/03/2014;3333333;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF441909;472,66;10/04/2014;10/05/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF350852;647,02;07/04/2014;07/05/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF350566;374,44;24/03/2014;23/04/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF349143;286,83;24/03/2014;23/04/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF349144;293,26;13/03/2014;12/04/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF347420;218,10;13/03/2014;12/04/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF347421;936,27;13/03/2014;12/04/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF347422;406,26;12/03/2014;11/04/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF347117;708,97;11/03/2014;10/04/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF346888;1.895,76;05/03/2014;04/04/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF345993;153,11;25/02/2014;27/03/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF344966;271,86;25/02/2014;27/03/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF344967;103,96;20/02/2014;22/03/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF344547;271,86;18/02/2014;20/03/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF344151;83,17;18/02/2014;20/03/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF344152;853,04;22/01/2014;21/02/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF341384;506,10;22/01/2014;21/02/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF341385;754,14;20/01/2014;19/02/2014;4444444;;PHIN
PHARMACIE MARIAGE CLABOTS S.A.;RUE GENERAUX CUVELIER_7;6820*1;FLORENVILLE;BE;BE0451669612;FR;PIERRE FABRE;002038;PF341134;388,85;20/01/2014;19/02/2014;4444444;;PHIN
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF341135;24.356,28;06/03/2014;04/06/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF346210;13.396,36;06/03/2014;04/06/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF346211;7.600,60;06/03/2014;04/06/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF346212;14.173,00;06/03/2014;04/06/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF346213;1.327,50;06/03/2014;04/06/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF346214;12.126,49;06/03/2014;04/06/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF346215;228,72;22/04/2014;22/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351860;33,35;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351316;32,58;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351317;32,58;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351318;16,29;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351319;27,41;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351320;66,70;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351321;66,70;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351322;33,35;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351323;33,35;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351324;33,35;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351325;166,75;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351326;174,80;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351327;58,27;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351328;675,30;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351329;38,91;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351330;44,47;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351331;33,35;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351332;44,47;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351333;808,02;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351334;257,42;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351335;880,32;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351336;678,93;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351337;800,73;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351338;1.218,10;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351339;12.239,26;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351340;186,43;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351341;386,81;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351342;99,13;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351343;7.546,93;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351344;15.388,05;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351345;358,91;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351346;265,47;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351347;881,04;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351348;563,22;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351349;641,68;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351350;818,91;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351351;320,84;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351352;96,67;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351353;256,39;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351354;8.316,48;17/04/2014;17/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351355;5.746,53;15/04/2014;15/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351146;2.485,61;14/04/2014;14/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351022;354,25;14/04/2014;14/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351023;1.853,45;14/04/2014;14/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351024;1.289,54;14/04/2014;14/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351025;648,38;14/04/2014;14/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351026;3.016,68;14/04/2014;14/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF351027;1.405,21;11/04/2014;11/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350955;56,03;11/04/2014;11/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350956;27,94;10/04/2014;10/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350859;491,81;10/04/2014;10/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350860;239,58;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350437;383,33;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350438;119,79;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350439;71,87;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350440;279,51;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350441;119,79;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350442;479,16;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350443;319,44;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350444;279,51;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350445;79,86;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350446;119,79;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350447;39,93;04/04/2014;04/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350448;1.254,55;02/04/2014;02/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350203;1.119,90;02/04/2014;02/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350204;2.353,64;02/04/2014;02/05/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF350205;2.370,75;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349923;551,20;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349924;2.680,39;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349925;524,45;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349926;76,77;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349927;153,00;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349928;1.123,74;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349929;239,48;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349930;1.099,07;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349931;5.146,33;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349932;989,52;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349933;10.116,82;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349934;4.640,52;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349935;5.486,68;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349936;15.503,53;27/03/2014;26/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF349937;-123,94;22/04/2014;22/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442440;-34,95;22/04/2014;22/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442441;-36,42;11/04/2014;11/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442302;-33,35;11/04/2014;11/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442303;-52,05;11/04/2014;11/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442304;-34,29;11/04/2014;11/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442305;-252,36;11/04/2014;11/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442306;-137,07;11/04/2014;11/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442307;-332,22;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442256;-121,07;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442257;-45,17;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442258;-28,75;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442259;-397,27;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442260;-65,23;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442261;-45,68;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442262;-83,76;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442263;-125,70;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442264;-28,54;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442265;-59,50;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442266;-78,33;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442267;-268,71;10/04/2014;10/04/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442268;-35,52;31/03/2014;31/03/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF441999;-16,50;31/03/2014;31/03/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442000;-6,80;31/03/2014;31/03/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442001;-9,41;31/03/2014;31/03/2014;5555555;;GROS
BELMEDIS NV;MOERSTRAAT_58;9031;DRONGEN;BE;BE0404182964;NL;PIERRE FABRE;002356;PF442002;-837,83;31/03/2014;31/03/2014;5555555;;GROS
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF442003;22,07;17/04/2014;17/05/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF351365;152,73;17/04/2014;17/05/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF351366;122,49;17/04/2014;17/05/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF351368;115,13;17/04/2014;17/05/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF351369;344,56;17/04/2014;17/05/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF351370;-84,18;17/04/2014;17/05/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF442361;460,96;11/04/2014;11/05/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF350957;68,39;31/03/2014;30/04/2014;6666666;;PHIN
ALLGOR BVBA - APOTHEEK RODENBURG;POTTELBERG_151;8510*3;MARKE;BE;BE0807338522;NL;PIERRE FABRE;002549;PF350165;84,18;31/03/2014;30/04/2014;6666666;;PHIN
